Plate,labPerson,labPeriod,gid,Low intensity (by feeling),Weird chromatogram,Splitted peaks/very bad chr,GP1,GP2,GP3,GP4,GP5,GP6,GP7,GP8,GP9,GP10,GP11,GP12,GP13,GP14,GP15,GP16,GP17,GP18,GP19,GP20,GP21,GP22,GP23,GP24
2,Y,1,J3_1,NO,NO,NO,13731,75021,31913,3429686,39675,765116,65525,3187679,1687582,861316,112382,148069,50596,2735522,340931,407395,127947,1484264,291821,43187,68219,13625,230808,191397
2,Y,1,J3_2,NO,NO,NO,20213,91437,29234,4908631,43707,1111089,86073,4723486,2408693,1266828,158751,208997,60768,4097646,502539,592657,191144,2301543,452397,61144,103034,18186,367760,298392
2,Y,1,J3_3,NO,NO,NO,18249,99179,32070,5020051,49740,1135476,95355,4754232,2508117,1282847,171680,223995,70547,4159389,512603,632242,192467,2351117,437526,57491,104059,21489,365074,303253
2,Y,1,B1_1,NO,NO,NO,10007,93180,16908,2797437,24646,945694,65640,2728859,1615114,1026414,137802,132392,43653,2231549,347152,560572,130414,1598275,289597,48404,76335,18244,226874,272252
2,Y,1,B1_2,NO,NO,NO,16029,111983,26415,3319897,39130,1107565,77923,3122477,1938017,1157086,159302,149701,50907,2538852,389110,633378,144857,1740346,296057,46172,75143,19600,226490,259568
2,Y,1,B1_3,NO,NO,NO,18389,169914,32383,5367638,59867,1826456,123972,5107541,3125708,1938060,260460,256295,91417,4163779,677709,1093817,278297,2970358,573325,110924,156161,47460,433607,502652
2,Y,1,B2_1,NO,NO,NO,17365,154958,36987,4367668,47444,1462099,105916,4104931,2540953,1511987,210238,200555,67507,3337426,503429,800218,178955,2189205,361176,62376,88925,21652,266556,304812
2,Y,1,B2_2,NO,NO,NO,7498,72194,14722,2151857,19462,723344,42833,2117479,1211959,763569,94777,92126,29763,1643036,239840,384713,89691,1088365,181124,23534,47630,12079,143382,151090
2,Y,1,B2_3,NO,NO,NO,14681,134822,23058,4148108,45185,1411383,97820,4072347,2397646,1533679,204998,204484,69120,3311953,536829,847260,215091,2393987,440834,88441,124404,35503,350211,404357
2,Y,1,stand_01,NO,NO,NO,11976,82937,28041,2643241,35165,700236,88553,2572118,1415275,703927,104786,197128,55778,2240655,306640,420589,143352,1411542,216809,41031,62740,13281,192103,174623
2,Y,1,stand_02,NO,NO,NO,17865,109595,19906,3703983,40533,962345,109413,3590833,1943029,973848,139804,260543,59277,3018471,418262,618215,223602,2041102,322655,77982,116897,26873,308465,277377
2,Y,1,stand_03,NO,NO,NO,19592,101741,27359,3145739,44779,817919,106648,3050234,1642567,819755,122873,230225,64387,2597532,358551,489144,169616,1626209,247250,57197,78673,15685,219902,192782
2,Y,1,stand_04,NO,NO,NO,18588,113489,19404,3747504,45580,967518,111725,3630270,1962493,994958,138062,252904,60650,3048383,418084,629387,210917,2108846,344926,73776,119973,28502,335028,299257
2,Y,1,stand_05,NO,NO,NO,19114,109586,26408,3582210,39693,932656,109953,3484471,1896460,946997,135535,253757,61533,2980176,396697,579915,190384,1961857,289971,62989,94166,19714,280900,244294
2,Y,1,stand_06,NO,NO,NO,18700,112216,24289,3588137,41466,934437,111007,3465259,1884903,946734,136116,252714,59534,2928458,399478,579621,196527,1937330,301968,63666,99422,27695,282707,252744
2,Y,1,stand_07,NO,YES,NO,17265,104976,21610,3305362,38521,857162,98525,3169496,1745955,853482,124383,232385,61259,2708081,372221,536987,194010,1713735,263276,79951,89165,21205,230749,207182
2,Y,1,stand_08,NO,NO,NO,15245,94379,18129,3206435,29920,830559,93003,3128716,1674489,843247,114510,223376,62195,2647693,355789,514631,180311,1707657,256157,73184,94669,22166,239549,204391
2,Y,1,stand_09,NO,NO,NO,17145,111180,27773,3626398,36944,948689,113547,3527680,1929215,962096,141276,270376,80246,3062637,434205,590575,215070,1926462,292657,77639,95027,19981,254398,226247
2,Y,1,stand_10,NO,NO,NO,17752,87940,20233,2846906,29900,737253,85522,2741617,1464642,741128,103437,194227,45399,2279076,307831,443514,153251,1463495,226263,63080,79604,15419,206293,180145
2,Y,1,stand_11,NO,NO,NO,12524,65230,15357,2310326,31766,591359,66235,2254424,1209715,615226,84045,149423,32573,1879860,255655,385529,124048,1318292,217969,42619,76799,16831,216661,195923
2,Y,1,stand_12,NO,NO,NO,9406,41831,13232,1314165,15316,340516,40998,1243933,682791,336238,48940,95534,29172,1045542,151692,214204,75732,669802,105706,25863,34426,8011,93481,84423
2,Y,1,stand_13,NO,NO,NO,17504,106101,27303,3367095,38214,879478,108892,3244458,1766507,884986,137239,254890,70949,2754984,388645,558808,198571,1813763,285135,65044,90550,20403,256865,230789
2,Y,1,stand_14,NO,NO,NO,14310,76986,26225,2307056,32900,602733,79294,2200195,1194762,603338,87252,169837,46737,1842831,261358,370897,123744,1170218,180360,43184,55789,17039,159703,141796
2,Y,1,E1_1,NO,NO,NO,12189,78948,16377,2826532,26416,641875,67666,3377198,1709171,809849,97410,153700,42754,2644755,305873,498570,131252,1618302,221569,54146,68931,17518,230779,179171
2,Y,1,E1_2,NO,YES,NO,21190,154089,38324,5142496,56364,1186288,135707,6134652,3256951,1476518,194847,295565,101460,4976922,577996,907021,243421,2841879,387629,107180,115936,28002,369399,290432
2,Y,1,E1_3,NO,NO,NO,18155,129011,30832,4250559,55522,991931,111318,4983718,2638688,1230776,160153,229382,71629,3946907,471804,757340,191788,2425949,363183,92894,110051,26795,367416,293360
2,Y,1,E2_1,NO,YES,NO,17425,139706,26563,4576476,59218,1065632,117411,5335651,2902748,1303691,170415,237911,71088,4311631,477081,798217,185700,2539499,347812,68232,94637,21217,351652,277359
2,Y,1,E2_2,NO,NO,NO,13700,116941,21187,4094015,51586,948558,106999,4886942,2591855,1202669,151596,228426,69098,3948374,464068,717961,182742,2367767,347642,77403,98596,24222,340181,276131
2,Y,1,E2_3,NO,NO,NO,16828,95203,21494,3262198,32961,744528,83816,3907745,2003350,934093,119426,176257,56444,3118878,362515,571929,159202,1868338,271298,69346,80536,14401,271349,215573
2,Y,1,E3_1,NO,NO,NO,20476,126298,27973,4179900,55080,975139,114217,4928984,2595419,1207359,156884,227366,63958,3926677,457146,711942,193050,2344828,323746,66066,148516,13545,339760,263512
2,Y,1,E3_2,NO,NO,NO,16664,126906,26217,4224241,35905,984807,104716,5057908,2664947,1223524,148990,225978,63988,4093961,447063,729375,178129,2417693,323430,61533,92053,16651,339984,267024
2,Y,1,E3_3,NO,NO,NO,12823,77336,18595,2731050,37185,622944,67627,3316850,1695383,799877,97919,140893,40365,2647949,304153,479832,117797,1624422,237703,56961,73837,14346,248731,199865
2,Y,1,G1_1,NO,NO,NO,14814,47162,25016,1523802,34074,427524,61952,2703093,1510620,689404,85543,161075,52560,3141460,338400,407815,108562,1687598,208194,37293,56160,10878,180773,156594
2,Y,1,G1_2,NO,NO,NO,15068,75467,19327,2885566,37117,793136,98334,5263113,2854128,1347236,165796,285819,71999,6102920,641024,826795,221679,3595974,465656,59634,129621,31719,438544,401943
2,Y,1,G1_3,NO,NO,NO,15040,75878,20950,2649167,36261,735878,94514,4883877,2614288,1231787,146004,276769,77488,5725861,594547,702939,209010,3069011,394876,63337,108580,26004,331480,301418
2,Y,1,G2_1,NO,NO,NO,10293,60292,14964,2244544,30017,612964,80068,4141714,2199537,1038944,123704,233725,67838,4736305,502395,634925,183813,2730455,354290,54802,98910,23897,324450,291530
2,Y,1,G2_2,NO,NO,NO,10223,61004,15308,2331742,22198,643488,78891,4220837,2346771,1073005,129028,234154,54781,4980028,499441,625732,162906,2729673,317784,47536,84347,15525,286170,255397
2,Y,1,G2_3,NO,NO,NO,16998,93531,30307,3196806,51218,886404,119293,5785332,3217558,1493632,184932,331175,86300,6759456,727780,908002,247765,3871987,489950,74828,135061,29453,450949,394897
2,Y,1,G3_1,NO,NO,NO,13230,79696,30040,2319828,46601,587102,104429,3199341,1763455,818489,118887,267573,67346,3447435,425085,696158,217651,2742365,276112,73137,100116,18205,363192,223038
2,Y,1,G3_2,NO,NO,NO,16741,121699,34139,3049063,53202,812907,139464,4063896,2367071,1067298,158662,387822,86192,4498901,556860,864025,294966,3266067,314186,93327,116665,30731,369496,237535
2,Y,1,G3_3,NO,NO,NO,15232,125882,26336,3558301,57347,932232,159608,4875418,2757258,1264859,186926,459456,100783,5367857,670542,1050511,361331,4033487,394093,109257,141556,36311,466524,306746
2,Y,1,F1_1,NO,NO,NO,16129,53476,23271,2439135,36428,592537,66643,2626077,1767731,777726,125761,157912,53773,2876108,380423,586584,144119,2017040,225763,41851,66576,15308,230779,184859
2,Y,1,F1_2,NO,NO,NO,17778,61508,19484,3269520,41930,785668,74562,3460920,2324598,1031352,161760,199786,60985,3718220,497446,776378,197543,2618126,302127,68744,94740,23237,303727,236322
2,Y,1,F1_3,NO,NO,NO,15561,60180,24581,3256952,31347,769045,68589,3618121,2316859,1052926,156723,189932,58275,3951362,498823,743920,180177,2727375,302670,61842,93796,18099,318509,241789
2,Y,1,F2_1,NO,NO,NO,20059,81128,36984,4519304,40110,1082285,101742,5002354,3298677,1476326,226019,273051,89936,5567134,709209,1075773,257595,3891292,434460,87629,134504,25894,442810,348647
2,Y,1,F2_2,NO,NO,NO,14374,53407,16988,3035180,33586,719057,65698,3229900,2128084,953521,144820,168185,47271,3391056,437216,686501,158197,2369591,272701,49625,84198,14881,279476,219823
2,Y,1,F2_3,NO,NO,NO,31916,117548,55071,6362927,67581,1536094,151218,6981038,4669237,2067776,323115,397274,127195,7823184,1012480,1505169,372353,5355089,576275,131943,178873,34804,578095,443864
2,Y,1,F3_1,NO,NO,NO,14467,53523,27051,2779067,36646,651142,75683,3106911,1941711,887044,139071,192425,73297,3299583,457648,670772,191441,2336661,274016,78827,94577,20496,286819,211692
2,Y,1,F3_2,NO,NO,NO,20763,85462,37504,4149707,63495,982095,107636,4578941,3033197,1329732,209876,283853,93596,5112811,680612,992840,250132,3488750,381910,81837,109182,19748,377762,283616
2,Y,1,F3_3,NO,NO,NO,24084,78928,34137,4295883,55895,1010136,104714,4692750,3096363,1362681,215615,276367,92509,5069315,677794,1027731,263171,3520208,411534,87350,123176,29416,405196,310187
3,Z,1,C1_1,YES,NO,NO,5802,11316,6464,251619,4429,51815,6827,248273,157362,50622,10728,7682,3897,245088,30246,108361,20049,398425,65330,14367,27367,10612,137082,103318
3,Z,1,C1_2,NO,NO,NO,7236,40402,43755,1898826,22501,323522,29281,1406114,842992,257923,50542,37467,32451,937541,99604,284824,52104,684522,98972,34308,35615,9617,138153,91647
3,Z,1,C1_3,YES,NO,NO,3134,6011,4980,135664,3933,26942,4942,127173,79101,25851,6300,7085,4706,117070,16117,60311,19594,194102,35551,15641,18327,8823,58455,46488
3,Z,1,C2_1,NO,YES,NO,9246,44871,77219,2350152,22379,394235,45349,1774120,1006152,287295,84858,42732,47287,1123520,112715,326939,57753,819715,112321,34693,35938,9607,160385,110253
3,Z,1,C2_2,NO,NO,NO,21736,95358,40811,5750686,32787,946177,61010,4015218,2437527,722368,125936,89655,36504,2572382,239257,700236,102332,1636820,202927,42162,63009,10734,283004,172992
3,Z,1,C2_3,YES,NO,NO,11674,30871,45166,1380557,17961,229251,30222,1003138,593250,173620,38703,27835,25558,633542,59395,176885,27740,448213,60961,27602,25095,6020,83924,56831
3,Z,1,C3_1,NO,NO,NO,34826,162225,45907,9194228,41039,1549975,98363,6591316,4003303,1218933,188769,154905,55872,4456127,417940,1179311,182906,2992672,386143,104229,123495,30076,544074,348419
3,Z,1,C3_2,NO,NO,NO,23629,100354,49434,6194404,30860,1031110,64851,4420160,2702281,805473,129880,91347,43560,2944333,270841,811666,119631,2021120,260234,66840,83540,18263,369609,253256
3,Z,1,C3_3,NO,NO,NO,21268,90798,55480,5229849,36024,876137,62842,3778513,2265304,687130,113994,87447,43883,2501330,234477,681894,101474,1728125,223167,53558,73211,13506,324460,209291
3,Z,1,A1_1,NO,NO,NO,9260,52153,25028,1876199,12959,346118,39485,1253302,896156,253085,45909,46499,23786,840220,84083,220606,44883,446445,69054,28424,31139,5695,77914,58843
3,Z,1,A1_2,NO,NO,NO,35124,231793,39571,8438954,49758,1608003,152048,5652357,3992531,1155204,208126,223414,75404,3789190,380737,926275,192532,1984573,292701,94832,128791,25268,338729,243981
3,Z,1,A1_3,NO,NO,NO,29558,154221,34526,6314578,50715,1168380,113745,4223034,3036490,863355,157700,162741,59221,2906146,294609,692082,125951,1507556,225649,54845,85775,11643,261366,195956
3,Z,1,A2_1,NO,NO,NO,43707,258756,51863,9451946,59044,1812279,182108,6632641,4603554,1362404,250754,272934,103288,4617248,460862,1063578,215940,2416246,349809,113454,152155,30479,388412,281958
3,Z,1,A2_2,NO,YES,NO,25502,155156,61042,5803408,46695,1069338,114684,3833068,2739663,775179,135052,142491,60306,2537760,236167,614977,99741,1276006,168512,27499,63532,8027,208789,142371
3,Z,1,A2_3,NO,NO,NO,7561,52433,55770,1434581,37472,255795,47098,986302,681326,179580,48711,37929,32759,627522,63071,166230,29235,334631,49119,20680,28435,4330,61850,41972
3,Z,1,A3_1,NO,NO,NO,46074,281044,67767,10644777,59787,2062428,198400,7514013,5294499,1567684,283686,303463,118339,5321051,528682,1229258,243673,2817110,407429,127118,163555,26154,458078,328778
3,Z,1,A3_2,NO,NO,NO,10934,58164,44009,1909373,24801,344674,48253,1277784,918458,249017,56090,46295,33466,834644,83960,221417,41214,444543,70749,33205,40922,7545,83060,58470
3,Z,1,A3_3,NO,NO,NO,39602,239510,40545,9012252,52963,1709607,158509,6046792,4275110,1245154,209890,241098,83190,4045100,405044,989990,185025,2111310,307545,60861,118422,22731,370364,259602
3,Z,1,D1_1,NO,NO,NO,10733,56032,36161,2338128,23219,321497,57620,2490335,1091741,393756,58033,98421,49064,1654701,151794,273153,79350,897593,126380,42177,47385,10024,158581,100711
3,Z,1,D1_2,NO,YES,NO,17518,90782,80845,3718125,37433,513887,100795,3949502,1741282,594077,126276,152978,79652,2615431,228868,421198,112263,1385279,184005,48569,68232,10201,231622,138037
3,Z,1,D1_3,NO,NO,NO,34015,190318,53475,8267938,72256,1205938,145673,8648600,3894256,1449248,175784,336594,97060,5883852,516530,922266,252712,3220710,461672,105345,147448,21869,580768,364206
3,Z,1,D2_1,NO,NO,NO,22425,142655,60648,6290184,43597,894445,123708,6664597,2959011,1060957,157691,254677,87911,4528463,380881,686305,187686,2373401,322456,83554,102278,19584,395086,247029
3,Z,1,D2_2,NO,NO,NO,8799,53754,32427,2197371,23365,305012,56096,2294114,1023044,364272,54496,91088,37401,1510052,131624,234337,62921,784152,107339,20222,29013,4699,130803,83638
3,Z,1,D2_3,NO,NO,NO,19079,118915,28756,4908744,29731,724003,90354,5143825,2307141,848126,107502,203196,53235,3546489,295226,522657,147070,1855711,248989,69445,88177,13986,301895,197269
3,Z,1,D3_1,NO,NO,NO,36375,267867,46993,11515211,63524,1720975,203440,11988526,5435658,2031199,244024,492329,116780,8321136,745948,1262021,371744,4541822,680771,132275,201372,47253,807440,519776
3,Z,1,D3_2,YES,NO,YES,5477,9026,10920,266951,5527,36946,10315,264086,122203,44351,6056,11809,8619,161379,20501,34143,12495,93763,23513,13647,12152,3032,23624,19641
3,Z,1,D3_3,NO,NO,NO,11266,61959,77018,2108326,29034,281895,82916,2277727,998189,330269,87368,96537,68574,1487014,139667,248302,70450,805947,118290,36641,38891,8529,144728,87168
3,Z,1,H1_1,NO,NO,NO,27299,152689,32381,4845982,58195,1176162,183087,6112032,3804779,1519827,253573,466583,102429,6564203,756849,1366188,357996,4767705,408308,127606,152144,31956,510155,324745
3,Z,1,H1_2,NO,NO,NO,18456,113637,37577,3647291,46623,868906,140410,4548355,2832981,1137723,196711,328320,90971,4809251,556824,1042394,267368,3582333,317271,93259,126334,26366,392288,282310
3,Z,1,H1_3,NO,NO,NO,10047,41901,34300,1217021,25780,281244,65144,1582386,967773,366994,86129,117382,56087,1642781,202448,379942,96586,1251667,111130,50699,46493,11494,140921,88101
3,Z,1,H3_1,NO,NO,NO,13570,47059,26932,1723058,25024,426858,66206,2914839,1777680,690372,110673,126914,53461,3284517,309610,486836,91269,1846842,193145,26783,55356,11448,191144,176050
3,Z,1,H3_2,NO,NO,NO,13686,64159,38489,2556039,33919,650804,89220,4363366,2547940,1079298,150674,201232,91153,4841805,498752,755958,170479,2852167,351782,70324,113762,17208,328564,309472
3,Z,1,H3_3,NO,NO,YES,6339,28336,41254,1149183,24501,287720,56667,2070279,1174840,391957,169989,102520,82066,2238999,229284,356209,85482,1326326,164117,38834,48919,14603,150770,138558
3,Z,1,I2_1,NO,NO,NO,23504,214533,33379,5605806,54819,1675539,217179,9279283,4034878,2846850,322516,448954,117723,8438742,1140857,1497227,397492,5890596,904434,178571,249619,74272,813249,948119
3,Z,1,I2_2,NO,NO,NO,13999,104983,39255,2643986,58728,748399,114858,4316071,1848857,1239033,170322,190294,80011,3760860,486425,700789,155319,2568783,350881,73929,105405,22408,348232,380220
3,Z,1,I2_3,NO,NO,NO,13361,96040,72537,2434013,36968,671619,165684,4221203,1671580,815348,549369,200799,117146,3609453,498306,666196,183946,2522247,390220,95642,104700,23253,356150,392169
3,Z,1,I3_1,NO,NO,NO,26809,216493,49289,5723286,70114,1630283,219892,8862454,3966632,2626301,308041,422127,141503,7812017,1038865,1423574,366638,5253894,801559,156047,228591,51134,719498,807751
3,Z,1,I3_2,NO,NO,NO,6238,48278,24713,1235017,19031,335241,67511,2023125,844799,559359,94206,91971,55333,1660132,227769,327673,80727,1108142,166240,37854,47713,10382,148012,172594
3,Z,1,I3_3,NO,NO,NO,15170,138976,18823,3701217,42857,1102607,137233,5995992,2612838,1854806,207543,275344,76906,5238572,744303,989630,269259,3718350,637242,120788,235865,47577,571988,690522
3,Z,1,J1_1,NO,YES,NO,20424,75685,62049,3868594,47559,829644,82654,3567499,1969703,795550,248862,154829,79008,3050495,353457,521518,135472,1763611,305026,54831,80176,22198,287326,227642
3,Z,1,J1_2,NO,NO,NO,22557,107700,26706,5674927,61715,1262185,93430,5184662,2902056,1393724,199460,212253,62937,4543876,537303,774464,206545,2714799,525319,82532,131106,29567,466270,399455
3,Z,1,J1_3,NO,NO,NO,14130,50166,37536,2797154,33099,590100,55367,2569259,1419886,656641,95429,106039,46535,2192647,247288,363978,93527,1259691,206798,30982,49592,11402,190874,157453
3,Z,1,J2_1,NO,NO,NO,34187,137272,31503,7909539,49042,1717661,128339,7126476,4048174,1868648,260903,305369,89438,6225788,723508,1044110,283116,3543494,614136,91052,152307,37080,552192,446311
3,Z,1,J2_2,NO,NO,NO,16511,60872,32999,3465942,28599,738419,59690,3142501,1724118,805579,114846,130686,61689,2661361,305206,436052,112403,1485247,243410,47567,62534,13353,222805,183434
3,Z,1,J2_3,NO,NO,NO,33702,105975,38143,6271430,52500,1355949,110868,5754492,3207675,1474880,232130,248913,89904,5044758,580024,822032,219662,2848131,469603,85841,125907,31576,420461,339777
3,Z,1,J3_1,YES,NO,NO,4097,10955,13337,350635,9697,73362,12503,325686,177076,78591,12845,13426,9662,260666,30766,50075,13344,157285,33432,16267,16746,5866,30760,26339
3,Z,1,J3_2,YES,NO,YES,3211,7783,7041,32880,4774,9839,6498,39389,22218,11952,3496,4985,5016,35083,11931,19098,8553,48520,15021,13749,9210,5128,20640,22983
3,Z,1,J3_3,NO,NO,NO,14321,75489,44413,3546281,56089,757429,73788,3188906,1830681,835465,125935,129645,69805,2677880,317347,499180,125293,1575680,283738,48787,69642,13164,261069,215985
3,Z,1,B1_1,NO,NO,NO,14799,124386,50148,4369794,47417,1401427,97984,4044309,2596769,1473164,216475,166746,76138,3227773,480896,923327,183225,2364436,406828,69679,119982,26028,340962,410799
3,Z,1,B1_2,YES,NO,NO,5407,39315,37741,1076903,23396,326670,43828,1017682,630087,330625,72306,46395,37351,762766,121473,230216,57036,556651,94411,39112,29262,9446,76530,93225
3,Z,1,B1_3,NO,NO,NO,21032,143440,32098,4726006,45261,1513260,105577,4225054,2749287,1519645,228019,190003,64221,3329289,497469,912215,186482,2311660,371837,68889,105074,29026,305389,362598
3,Z,1,B2_1,YES,NO,NO,4890,33720,33237,974809,18310,295199,46700,925784,570790,303154,62661,46212,32699,689469,102962,197952,41452,489282,75386,19073,25231,5508,68685,77941
3,Z,1,B2_2,NO,NO,NO,16614,120305,17240,4106002,38867,1310626,77760,3779898,2368047,1351007,186855,149073,45918,2975629,422229,795844,151328,2082488,322405,70819,93798,27696,278721,316142
3,Z,1,B2_3,NO,NO,NO,20117,168778,31437,5960022,53243,1938338,122621,5463375,3563363,2003096,293469,232130,77846,4421461,663633,1225858,259047,3201201,557577,100952,154820,39156,453150,547792
3,Z,1,stand_01,NO,NO,NO,19198,104611,25397,3306580,43851,824296,99219,3131051,1716903,801914,125642,207451,53098,2574085,319143,533703,145339,1674242,203580,44607,63255,10736,217167,175249
3,Z,1,stand_02,NO,NO,YES,16486,89658,50736,2712635,40873,669116,125772,2642863,1423888,523984,266260,206337,66839,2137458,292081,466245,147036,1432645,201442,46455,66670,21852,204709,168014
3,Z,1,stand_03,YES,NO,YES,2312,4972,3543,32923,4752,9103,4843,29858,16676,9794,3183,8220,6354,28070,14351,27311,13813,29606,7454,8255,5931,2058,7147,9291
3,Z,1,stand_04,YES,NO,YES,7788,43173,42557,1399157,20558,335192,74351,1417229,707278,240930,170406,98969,48135,1115185,144788,237864,70508,753552,97741,24513,32189,6052,108316,90358
3,Z,1,stand_05,NO,NO,NO,21175,105884,30690,3677762,39300,923520,113474,3506321,1937571,938350,135980,230645,61028,2914320,379551,621424,180108,1974683,269657,54588,87276,16813,280727,246292
3,Z,1,stand_06,NO,NO,NO,23549,125027,21537,4449476,31026,1104377,125474,4313977,2376105,1109214,166640,282089,61649,3648265,449444,721641,217946,2360017,295392,85590,108960,19086,309156,253824
3,Z,1,stand_07,YES,NO,NO,1827,5960,6975,119586,4625,31106,10598,117777,68700,35131,9386,17247,13629,103405,31770,49679,31224,87679,28275,30443,18068,8007,19891,22678
3,Z,1,stand_08,NO,NO,NO,19113,93298,20589,3034522,33281,785683,87174,2879386,1582884,779131,109969,191420,45625,2371576,309397,501138,149192,1606322,229044,52651,77450,17778,239619,207408
3,Z,1,stand_09,NO,NO,NO,15152,95332,20976,3634545,23195,891792,98293,3499522,1893893,903342,130172,225109,53768,2892321,360350,589033,177789,1890453,245119,72582,86730,19059,253564,209437
3,Z,1,stand_10,NO,NO,NO,23893,126806,22245,4460086,37381,1146785,134303,4382884,2397900,1165135,175861,304779,70915,3708990,474744,749440,233096,2464733,331819,77865,110460,26399,329510,287211
3,Z,1,stand_11,NO,NO,NO,12139,62794,36776,2180814,32381,539546,73954,2143891,1150683,567386,83966,138427,58008,1749242,232334,374735,105495,1193891,169056,45304,54510,9289,175976,147877
3,Z,1,stand_12,NO,NO,NO,12871,69532,27277,2165546,32356,536907,68668,2074901,1128225,534597,77116,131270,38572,1672458,205966,345605,93668,1090895,131534,38381,48920,10628,146489,121831
3,Z,1,stand_13,YES,NO,NO,7317,32919,27922,926719,16958,220892,54673,903545,482583,218918,48420,66597,31926,709360,94331,154979,44959,470543,57280,17673,21983,5665,63392,55400
3,Z,1,stand_14,YES,NO,NO,5845,33611,21653,1117718,13187,265701,44336,1060928,572790,255993,49299,66235,24776,819492,105607,177267,53685,512895,64313,23533,25725,7761,66904,51748
3,Z,1,E1_1,NO,NO,NO,6040,38388,40814,1407853,22507,299580,48715,1660433,917090,357461,75030,64154,46807,1275580,132873,266961,52777,803296,107731,28753,38113,10040,122057,96345
3,Z,1,E1_2,NO,NO,NO,17841,124072,41219,4536874,67558,966340,112071,5134818,2937459,1152807,195414,187950,75191,4018658,413511,812477,146707,2339206,268908,71361,83118,15937,305833,230194
3,Z,1,E1_3,NO,NO,NO,20956,132265,42656,5765613,48091,1329618,152398,7331927,4186571,1757723,238477,312421,120282,6156391,669346,1209125,258369,3685026,471990,90198,143944,31139,494721,390971
3,Z,1,E2_1,NO,NO,NO,11662,43686,44004,1313205,21071,276265,59037,1538617,850518,324846,77307,64730,49755,1162687,128052,242788,46176,700367,85813,28732,29860,9691,99357,80523
3,Z,1,E2_2,NO,YES,NO,9937,48759,42822,1831844,28246,389974,55428,2131672,1191743,441002,122103,86493,52001,1637413,185813,353495,73128,994350,129570,38899,46859,9051,141324,105822
3,Z,1,E2_3,YES,NO,NO,1309,6894,3653,244539,7162,65306,9696,422765,263688,112022,23844,24130,12141,534262,76489,186864,44548,752672,115409,22638,34380,13562,155909,131232
3,Z,1,E3_1,YES,NO,NO,8561,37994,35091,1154741,21222,246833,50023,1360796,746877,314502,44233,61282,41382,1042995,115871,219022,42389,644266,77189,15932,23620,5978,92074,74754
3,Z,1,E3_2,NO,NO,NO,32191,195764,39280,7821379,54405,1723869,175227,8859987,5101537,2090933,281160,361201,99829,7158303,753354,1373974,278859,4174801,506726,95580,145418,33430,551830,424223
3,Z,1,E3_3,NO,NO,NO,19850,130929,27432,5705259,38973,1291640,132552,7048275,3944456,1682988,223539,282061,93717,5844287,632836,1125490,237489,3568822,475931,90631,145003,31220,511346,410771
3,Z,1,G1_1,NO,NO,NO,10172,36697,18601,1558266,24105,391301,54156,2638707,1605684,636698,99671,123006,44615,3040854,303357,463347,101193,1726786,192900,37318,56453,10292,191500,172583
3,Z,1,G1_2,YES,NO,NO,4664,19304,22219,617777,16950,153949,45907,1116751,641318,254451,59624,65561,49951,1243581,132067,201894,48333,748958,83097,14900,22512,5816,86652,79185
3,Z,1,G1_3,NO,NO,NO,13935,68328,13966,3183853,28095,842933,97590,6021596,3489401,1482827,198162,282402,57489,7155980,690925,985491,214162,4117126,456979,68192,130249,28110,435332,398508
3,Z,1,G2_1,NO,NO,NO,9592,33497,9573,1519312,16371,399172,48394,2654133,1596082,681805,92068,122718,33968,3121778,317262,463862,99447,1857537,227250,46448,72605,16034,218666,206462
3,Z,1,G2_2,NO,NO,NO,12936,53223,16364,2208456,26555,573747,73552,3792581,2328289,945290,128942,177824,44207,4460922,431712,648000,134734,2539414,265146,38726,94425,15804,260456,231372
3,Z,1,G2_3,NO,YES,NO,5859,29036,28764,1130911,19439,278697,57475,2015909,1199335,468255,94767,99065,66432,2282728,222838,348361,67298,1364229,142383,19689,45485,7435,146253,134253
3,Z,1,G3_1,YES,NO,NO,7861,29510,30943,746414,24225,171866,60922,999362,596004,255334,44147,84456,47438,1045709,132819,248497,65929,844062,82380,34639,42419,8849,115046,78002
3,Z,1,G3_2,YES,NO,NO,5874,31779,28730,822443,17050,182230,67631,1074076,659443,258582,54700,92886,47228,1117398,134157,255400,70589,864572,73042,29125,27055,6643,93074,60847
3,Z,1,G3_3,NO,NO,NO,26799,174603,31448,5864567,53409,1441878,212124,7403880,4647327,1880549,294314,576521,110902,8163101,930993,1651609,446736,5982639,501289,118476,182909,37741,639785,420871
3,Z,1,F1_1,YES,NO,NO,10410,15161,9531,1095283,11276,248149,18576,1086721,831288,318836,57640,38739,14841,1190743,154813,272378,56336,888097,124837,33405,61902,12950,140716,131978
3,Z,1,F1_2,YES,NO,NO,5599,15828,17070,686204,15973,156461,23046,726991,519418,190430,49473,34996,26607,762185,96619,186865,35146,560713,53856,15617,19381,5871,65053,53201
3,Z,1,F1_3,NO,NO,NO,27749,74501,34200,5324230,54657,1220787,94865,5618295,3991076,1640129,260417,245639,82647,6129254,772142,1376864,259456,4521729,493656,88720,146500,33015,529742,439801
3,Z,1,F2_1,YES,NO,NO,7925,25509,38597,1056695,23203,236170,36170,1126857,793812,300584,66961,51468,46359,1161950,147807,273270,50641,864785,90233,28637,34515,7597,107266,88348
3,Z,1,F2_2,NO,NO,NO,16533,53001,40743,3671308,31032,822165,70832,3897710,2763087,1113731,189029,159257,83349,4204818,518708,974561,182885,3136416,324498,92132,116138,22867,356089,307355
